n,m,range,seed,mean,variance,period,chi,kp,km
31625,49738,18113,14870,2112803624.8066,1529227193142489431.9026,18114,30.4635,0.012,0.0003
10075,103020,92945,31604,2151189340.0457,1533957520026605813.7415,92946,6.4353,0.0005,0.0025
18833,96226,77393,11029,2147403311.889,1529694673957612735.1607,77394,10.2974,0.002,0.0021
17759,77769,60010,13681,2145825853.6458,1545335129927860500.3305,60011,4.659,0.0034,0.0024
25264,35816,10552,17825,2132722739.9774,1556062923899076385.8497,10553,8.7651,0.0083,0.0023
3139,74333,71194,18028,2141631774.1099,1529376693496530975.3534,71195,6.1258,0.0043,0.0009
8334,74412,66078,5587,2144435349.2185,1532332753510232853.1762,66079,6.4441,0.0029,0.0014
28536,47184,18648,1500,2147982643.2225,1532370074034827236.3542,18649,12.4617,0.0041,0.005
20385,120211,99826,30907,2153079419.1778,1535777589765476141.9013,99827,9.5767,0.0001,0.003
24688,74043,49355,13043,2139016144.1443,1543699552987739710.3362,49356,5.3667,0.0048,0.0009
13533,101094,87561,29406,2137421419.4685,1535236057303818176.5745,87562,20.2655,0.0051,0.0003
28054,49557,21503,14011,2148309692.5476,1539213917219809884.2954,21504,7.5875,0.0029,0.0039
30673,112497,81824,4394,2142846017.9634,1541241631001603184.3615,81825,7.9177,0.0037,0.0005
1119,56764,55645,20218,2148911164.959,1534569069471922066.9251,55646,6.5209,0.0014,0.0025
22744,44212,21468,7006,2129514450.1504,1535579890343026489.8859,21469,10.186,0.0091,0.001
29904,72215,42311,9649,2159622603.7394,1538672001636095518.8832,42312,6.3556,0.0002,0.0055
23718,27812,4094,20577,2130864910.9192,1558949913610293123.7148,4095,9.0095,0.0107,0.0023
24064,108468,84404,3308,2145037797.9946,1538509046428538691.7334,84405,6.0448,0.0023,0.0008
3492,26197,22705,24070,2130666019.099,1533682050668643068.1944,22706,31.0903,0.0095,0.0018
6991,76271,69280,14706,2150745866.5038,1554353927844417008.4651,69281,24.386,0.0031,0.0051
4126,64785,60659,18801,2149122355.9306,1531256373478490431.9381,60660,8.6072,0.0016,0.0023
30214,58201,27987,15467,2150923824.894,1532708474010695089.1639,27988,9.4627,0.0033,0.0057
13693,105659,91966,28811,2146216728.8607,1528969809045056413.5404,91967,8.4119,0.0024,0.0012
3426,11191,7765,29256,2200863532.5373,1545763559830827602.4745,7766,20.7171,0.0004,0.0205
4454,55551,51097,5428,2151238464.1751,1528838649739173153.2315,51098,14.0982,0.002,0.0035
22432,65743,43311,28723,2137711187.3323,1528926437723862517.5119,43312,12.2607,0.0056,0.0012
31099,63671,32572,14632,2141673164.2137,1540627357465245293.1232,32573,2.9336,0.0032,0.0012
18910,105690,86780,12676,2144682152.5744,1543185391141764855.8929,86781,12.3727,0.0027,0.0014
10905,56511,45606,19616,2157672947.3752,1546790446514617401.4068,45607,14.6644,0.0012,0.0063
15127,66515,51388,5418,2147672318.5531,1536271607340878736.2287,51389,4.6869,0.0015,0.0015
19559,78661,59102,7804,2141504381.7114,1543191131425949931.1916,59103,9.5778,0.0038,0.0011
11563,56866,45303,7010,2144176352.5853,1536473987492511374.1945,45304,12.4709,0.0038,0.0015
3664,93000,89336,26462,2145568240.1573,1539466912216563039.2832,89337,12.8141,0.0036,0.0019
2824,25778,22954,22642,2125164612.3445,1541451221693163999.3054,22955,20.5567,0.0109,0.0015
30356,41721,11365,9476,2149799967.6886,1541604892646472342.787,11366,7.2688,0.004,0.0046
25719,86730,61011,24792,2144390666.9717,1539090622972440116.295,61012,4.7515,0.0028,0.0014
17737,78759,61022,31346,2147012207.9071,1534377754835552665.0696,61023,12.744,0.0024,0.0022
11803,24898,13095,4344,2141970017.9594,1535849176864870245.9596,13096,8.7334,0.0051,0.0026
22191,103593,81402,11101,2140304634.7825,1535718511985067163.0097,81403,3.0754,0.003,0.0002
9756,51268,41512,7297,2161354742.0948,1532727488042135687.3259,41513,20.0461,0.0001,0.0058
3111,40288,37177,3481,2155789898.6548,1539652639354711824.9441,37178,8.7785,0.0014,0.0051
2754,10922,8168,1144,2100266723.7038,1521260019526340201.1849,8169,20.3302,0.0183,0.0003
16248,90139,73891,2263,2151031021.4058,1547300638143079394.3893,73892,6.109,0.0016,0.0032
5002,74628,69626,29258,2150329446.5115,1540066505002744835.2946,69627,2.050,0.0006,0.0021
387,91359,90972,31265,2144717797.3594,1530172089637507006.7145,90973,7.5267,0.0036,0.0013
24346,70169,45823,25847,2151479732.8073,1536221275760733130.0271,45824,5.9735,0.0013,0.0033
17331,96642,79311,27065,2138682756.9291,1537742195732164535.7239,79312,11.0062,0.0038,0.000
15768,34229,18461,5699,2144119050.2223,1540022745654386569.9041,18462,2.8235,0.0043,0.0022
14138,86880,72742,28989,2150477624.4034,1542769969677780668.0636,72743,5.6896,0.0012,0.0025
10801,75832,65031,19982,2138452335.0805,1532250147966231575.1098,65032,14.7546,0.0044,0.0002
13817,71559,57742,10052,2142080434.3013,1537212507764766533.6739,57743,4.370,0.0029,0.0002
13266,32514,19248,18077,2140851407.092,1514456752252402785.0353,19249,9.4975,0.0062,0.0031
14839,61517,46678,10966,2153199509.5558,1541459402669285343.4567,46679,4.7345,0.0012,0.0048
9237,20667,11430,6761,2136954314.0984,1522271582627537410.1727,11431,10.3722,0.0086,0.0025
1122,40420,39298,2744,2143583589.5452,1522455533992004961.749,39299,9.7077,0.0039,0.0026
30405,84113,53708,22807,2143688896.0199,1538823900516252388.3451,53709,8.8196,0.0037,0.0014
20202,39319,19117,4486,2162430764.0791,1559523036442928973.4643,19118,13.784,0.0019,0.0079
13992,16609,2617,5420,2136711250.3541,1570708279933313244.0614,2618,18.7566,0.0154,0.0118
13541,90036,76495,22340,2141862811.0511,1536701713171942627.8369,76496,10.1273,0.003,0.0007
1075,62549,61474,3011,2138379263.544,1532577515060880988.4605,61475,16.9548,0.0053,0.0001
32664,58587,25923,77,2140160397.1963,1538377173079426013.6505,25924,9.3144,0.0061,0.0009
7078,90139,83061,23327,2146440553.4575,1540632308973970074.9418,83062,6.3029,0.0016,0.001
31978,37379,5401,7726,2132145135.229,1550521210882963130.2743,5402,4.4066,0.0127,0.0022
3918,12721,8803,1295,2153083683.4664,1549462929767289045.8445,8804,6.3098,0.0053,0.0064
28659,47452,18793,3418,2149274226.113,1537626028151455944.918,18794,2.0464,0.0023,0.0026
27408,93397,65989,3288,2141557485.6314,1532758077593301847.9551,65990,5.9807,0.003,0.0009
30381,34563,4182,10525,2149554349.3682,1539920244159564367.263,4183,1.8496,0.0061,0.0072
20231,97129,76898,13199,2143790352.8663,1535254502019337582.4824,76899,6.8046,0.0024,0.0007
7273,14785,7512,32582,2103142101.8657,1526867353253259112.6183,7513,11.5253,0.0181,0.0004
1957,87497,85540,158,2151012084.5227,1543207318238347226.112,85541,20.4292,0.0014,0.0042
15462,39491,24029,31326,2167334537.7449,1528758198194801523.8413,24030,21.2398,0.0022,0.0103
27082,28796,1714,28573,2215165749.3271,1535582846664278448.7519,1715,7.5865,0.0006,0.0249
2383,87638,85255,24336,2139914071.4544,1535515490671031541.7024,85256,10.742,0.0035,0.0004
15996,42362,26366,4650,2164021576.0312,1519196838883843879.1819,26367,18.3269,0.0015,0.0078
15590,105061,89471,24722,2143619001.4571,1541888375090219313.1752,89472,16.5705,0.0029,0.0008
23279,61205,37926,20630,2137322953.983,1530647924623068224.9212,37927,13.4372,0.0066,0.0016
22780,58625,35845,18011,2154500121.3266,1530998898402562500.3843,35846,6.9761,0.0004,0.0042
14983,47260,32277,11661,2157068680.5457,1539632353791690495.0253,32278,13.3215,0.001,0.0048
18145,97560,79415,5309,2137298622.209,1538095470393180309.6706,79416,10.537,0.0059,0.0003
21821,33717,11896,19402,2153016333.1953,1529676859929959251.8859,11897,12.0879,0.0026,0.0052
1715,100198,98483,1761,2158851950.0583,1540519172192543705.9559,98484,17.6674,0.0002,0.0058
27396,69831,42435,7782,2154779240.7849,1540264489617331457.6801,42436,28.0737,0.0024,0.0049
28359,119766,91407,9327,2145349331.2227,1529989867541931860.8064,91408,9.1018,0.0024,0.0012
15243,19295,4052,30834,2141466667.606,1541605182670209244.1386,4053,2.3947,0.0073,0.004
12850,42237,29387,3919,2143295492.9311,1534016140064865831.2556,29388,4.0403,0.0042,0.0012
20921,57501,36580,6503,2147386782.3124,1533935226325779431.5699,36581,2.8594,0.003,0.0021
2242,78207,75965,13556,2146686225.7151,1538368205325621678.424,75966,7.6801,0.002,0.0014
23314,44459,21145,14279,2138279890.2691,1532935969159965775.9064,21146,9.7791,0.0065,0.0019
18074,32848,14774,25443,2155816118.5925,1544098793507319338.4277,14775,6.6002,0.0019,0.0072
19600,26372,6772,13104,2167816767.7257,1540507631912001450.0051,6773,5.058,0.001,0.0103
21014,103398,82384,31321,2147487789.8856,1536239542133265850.5703,82385,5.5707,0.0018,0.0016
3959,64894,60935,6761,2144466110.0212,1532655134373259823.3219,60936,2.2334,0.0023,0.0009
8782,70610,61828,23687,2143297807.9511,1552941692393842927.7883,61829,12.9854,0.004,0.0027
19401,58644,39243,6538,2139360828.9961,1531141117091840323.9159,39244,15.450,0.0069,0.0021
25414,31471,6057,25917,2144089004.9731,1559557641075888189.3629,6058,4.783,0.0086,0.0062
16664,100373,83709,26801,2152390404.6715,1551088535515534038.2669,83710,8.5983,0.0016,0.0039
31424,61988,30564,5063,2129429989.995,1520902186579152747.4244,30565,16.8766,0.0095,0.0003
2928,78981,76053,16406,2147184619.7367,1531031947910010025.5349,76054,7.038,0.0015,0.0018
14379,30269,15890,18599,2160064565.7675,1546490995785245585.8741,15891,13.7068,0.0019,0.0092
31282,129325,98043,8767,2149817071.2235,1525398302383466525.0247,98044,12.1363,0.0021,0.0036
6375,47438,41063,5161,2151271972.3938,1538271182351194817.7647,41064,10.438,0.002,0.003
19491,34967,15476,13652,2145373268.4219,1529458809698602072.1189,15477,11.0205,0.0042,0.0046
30416,38162,7746,30963,2168571805.6355,1527547403565259084.0873,7747,7.3036,0.0039,0.011
26274,34020,7746,14652,2141915705.6413,1518904971799413064.8163,7747,6.7352,0.0097,0.0036
12900,93094,80194,3375,2145589281.9409,1542960820093990494.2505,80195,7.7283,0.0024,0.0013
10905,89824,78919,14,2144083480.5078,1534276744164893475.4344,78920,6.7501,0.0025,0.001
28664,32814,4150,14870,2147204364.8371,1539308083242824052.7829,4151,3.3763,0.0057,0.007
20052,84623,64571,18798,2145355429.5831,1536458239681833357.0563,64572,4.1944,0.0024,0.0009
5093,66378,61285,18960,2146980731.5913,1538846881472453780.7542,61286,11.6129,0.003,0.0014
12587,26854,14267,7983,2159804196.8748,1566890320496936666.2797,14268,20.2059,0.0051,0.0111
2911,76894,73983,14898,2149032887.8529,1525069914928690938.1254,73984,15.0601,0.0018,0.0032
26272,111092,84820,23330,2136686176.9988,1526883636329132179.1989,84821,26.7535,0.0053,0.0009
25761,114683,88922,19132,2152728111.3313,1537099189777190695.3171,88923,12.9742,0.0007,0.0042
13390,49534,36144,3549,2152182830.8451,1530099940684257748.6694,36145,5.9871,0.0015,0.0037
19676,96310,76634,15038,2151337270.0108,1540181878687197601.7216,76635,6.5151,0.0004,0.003
16101,58076,41975,29612,2160151231.6734,1540709823346160115.9432,41976,8.3814,0.0002,0.006
19081,48014,28933,15122,2134730312.4974,1548148700074588466.8664,28934,8.5177,0.0069,0.0004
18529,65870,47341,221,2140615966.5245,1550818576009848472.6819,47342,12.7263,0.0043,0.0015
21671,94369,72698,22818,2152771735.9461,1543895482233712651.07,72699,8.8253,0.0009,0.0036
105,72394,72289,10094,2153997011.523,1549628183684510982.7919,72290,18.5793,0.0017,0.0039
22287,63583,41296,19168,2163132855.3788,1533330864462533973.4389,41297,10.6778,0.0002,0.0065
25676,28466,2790,26730,2110056110.8058,1552844792395494790.0103,2791,13.2944,0.0179,0.0044
21825,38226,16401,23098,2122568712.5616,1551045639977754456.4097,16402,17.1332,0.0146,0.0012
23939,109017,85078,24750,2157401992.1407,1534192969186813596.4876,85079,9.6535,0.0003,0.0043
3551,6857,3306,503,2120288665.5552,1510399476958118598.2095,3307,9.8761,0.0214,0.0052
21282,52513,31231,11637,2150630881.959,1539417874145911729.1868,31232,7.2818,0.0012,0.0027
13973,107579,93606,14421,2145568566.5183,1537525596092340440.2005,93607,7.6652,0.0021,0.001
7109,18635,11526,18790,2160769771.8537,1522151558443992099.8624,11527,8.729,0.0011,0.0081
7977,101677,93700,30847,2141599277.7361,1529891150435604783.8208,93701,15.8748,0.0034,0.0012
2826,59724,56898,26535,2156958613.6245,1527880130351345782.304,56899,13.6542,0.0019,0.0059
16917,44472,27555,19045,2133950881.4544,1536866948199345351.8026,27556,8.0165,0.0073,0.0012
24200,103425,79225,29449,2141857724.5877,1535615128248344464.8471,79226,13.5957,0.0027,0.0009
6386,17038,10652,2575,2176059256.9384,1536905554014360066.1456,10653,7.8552,0.0003,0.0118
14064,55522,41458,29897,2145374658.5986,1537285678133153650.809,41459,9.5502,0.0031,0.0016
29362,116458,87096,23847,2139147386.3581,1544546675986873522.9894,87097,22.2653,0.0056,0.0005
29719,43712,13993,12479,2133939672.3541,1551540482825820139.6938,13994,7.0224,0.0082,0.0023
8103,44118,36015,18150,2138590367.8065,1545940598691870014.4652,36016,11.750,0.005,0.0011
25758,33484,7726,5953,2112943178.6388,1533346193453361579.58,7727,7.2192,0.0155,0.001
31685,69978,38293,3381,2157763555.1423,1554719710621443885.8988,38294,16.0223,0.0015,0.0068
12589,78474,65885,11400,2150091009.5606,1543558420522515703.9776,65886,2.8372,0.0013,0.0025
17845,34078,16233,11246,2154550240.7845,1545066222581128136.489,16234,13.5054,0.0028,0.0065
16409,70457,54048,1249,2149495288.0766,1533697534456602940.4155,54049,2.6442,0.001,0.002
1688,15158,13470,12813,2113424588.5952,1541604393978949312.3118,13471,15.769,0.0144,0.0015
16538,98745,82207,3735,2150772457.3474,1540068372167464511.3999,82208,2.6377,0.0004,0.0026
960,42366,41406,2230,2141595504.1195,1555280589346342416.3553,41407,13.4132,0.0041,0.0039
2091,37220,35129,25892,2146383293.0527,1540520975463874018.2563,35130,4.5145,0.0028,0.0017
18639,36289,17650,22424,2149150460.4101,1535679970039831572.6544,17651,3.8244,0.0028,0.0039
4716,83674,78958,16392,2139114409.0317,1542677432987885872.9908,78959,11.8124,0.0036,0.0005
27677,91324,63647,3637,2150996999.1099,1545903272629148255.4723,63648,8.3763,0.0017,0.0028
5752,7780,2028,29789,2134687846.8245,1531344364703331573.0367,2029,11.5708,0.0156,0.0066
18441,76182,57741,27307,2154810837.3215,1542208058927114862.2397,57742,7.4505,0.0004,0.0036
21339,114087,92748,18983,2146215852.259,1539705814456984091.5683,92749,5.1766,0.0018,0.0011
6844,81929,75085,19108,2154814694.7305,1532426491226335555.1458,75086,5.5453,0.0011,0.0046
2636,58315,55679,19680,2142577368.5023,1528887604186688356.2707,55680,8.6074,0.0041,0.0015
9715,85965,76250,21078,2140990654.7819,1540261968232982896.979,76251,8.1402,0.0031,0.0011
24382,59100,34718,13852,2135966695.534,1520742976274119002.2539,34719,16.2186,0.0063,0.0021
15711,93378,77667,21289,2140111080.7575,1535398314216769947.9495,77668,23.2471,0.0047,0.0006
24684,97284,72600,11299,2154327532.4293,1537772272102334872.3054,72601,4.1624,0.000,0.0033
24162,108410,84248,11545,2147461487.9776,1535351639972177142.7289,84249,5.520,0.0014,0.0016
29862,107711,77849,275,2152579760.3913,1541955086573980185.4343,77850,11.3314,0.0019,0.0037
14138,104519,90381,2396,2153163426.9225,1541366682386489621.1305,90382,12.9421,0.0013,0.0037
7649,43757,36108,18466,2157565408.5237,1530708460320675136.5064,36109,17.4366,0.0002,0.0054
28909,116992,88083,6907,2148670908.6691,1536879019952323413.4971,88084,4.8822,0.001,0.0015
2169,48590,46421,6483,2149558089.244,1547311922319490621.1114,46422,4.6519,0.0015,0.0029
26207,44339,18132,2456,2155028438.853,1525725657956973988.2077,18133,5.1738,0.0021,0.0059
31066,113382,82316,13184,2141114353.5676,1538151690735171366.5811,82317,6.0576,0.003,0.0001
16476,110363,93887,13285,2142979622.2089,1532452402597130790.4918,93888,8.8571,0.0038,0.0009
9373,80597,71224,27471,2146535280.3683,1539592083952036962.9369,71225,1.9889,0.0013,0.0008
22229,54545,32316,23903,2150461416.0933,1536641714526264759.8135,32317,12.5438,0.0021,0.0032
25183,105313,80130,9195,2141727018.1456,1539456771177673725.8496,80131,4.3557,0.0025,0.0001
23165,121309,98144,2428,2150739377.1328,1534484845973706999.3729,98145,5.3261,0.0009,0.0025
25318,109703,84385,9619,2143023867.3347,1539882364414561112.6587,84386,16.9242,0.0048,0.001
6090,12910,6820,10368,2159157240.3439,1541389891037708898.8294,6821,2.7995,0.0012,0.0079
18129,30130,12001,28134,2160206773.5393,1542846984705965028.5944,12002,8.8725,0.0013,0.0091
23882,60950,37068,27404,2139738326.8541,1532558814770307024.5592,37069,4.5651,0.0045,0.0006
32254,72388,40134,30273,2153937931.8995,1539479464639233560.6443,40135,8.6251,0.0009,0.0054
18174,28056,9882,30232,2160425915.1929,1528763609542146000.0751,9883,6.669,0.001,0.0083
19400,101705,82305,255,2146906523.4689,1538535972056663919.5859,82306,3.7019,0.0016,0.0012
16200,78544,62344,23834,2140148227.6071,1547318884028033345.9132,62345,10.450,0.004,0.0013
31335,127570,96235,20280,2150117577.1582,1547942990982864912.0557,96236,12.6864,0.0018,0.0032
3794,70795,67001,23021,2131088239.8714,1533428138683709833.3382,67002,18.2112,0.0063,0.000
30815,128605,97790,25449,2148407064.6049,1539962889026902714.0538,97791,0.675,0.0012,0.0017
8747,93428,84681,30055,2135991855.6103,1540442006811611851.1997,84682,17.5033,0.005,0.0005
26600,63945,37345,3587,2136760434.9354,1537063838176500514.9265,37346,12.1371,0.0061,0.001
9226,95253,86027,16640,2148713583.8762,1536772699581774852.6317,86028,7.3744,0.0017,0.003
17340,59071,41731,8853,2148237308.6105,1542912669434098001.4316,41732,3.9534,0.0018,0.0024
11329,108634,97305,13491,2146257376.6477,1536509726736970020.5418,97306,15.5169,0.0028,0.0021
12043,29115,17072,9608,2130749977.307,1522015537836492370.3168,17073,14.919,0.0102,0.0016
17123,93879,76756,30873,2157201415.2304,1540030790740896925.039,76757,6.0017,0.0004,0.0047
14090,69325,55235,14750,2158322227.3387,1538013577313364092.1434,55236,10.2614,0.0007,0.0054
22954,26940,3986,19329,2128586464.2659,1552278791083170833.1829,3987,7.3774,0.0124,0.0033
18322,65191,46869,27441,2154710970.3087,1534055257210610109.4013,46870,3.9057,0.0015,0.0039
2930,75041,72111,14721,2155531221.1485,1543822339826785843.8039,72112,6.6758,0.0004,0.0045
26828,96923,70095,30561,2160963666.9636,1534109656260495026.7438,70096,18.134,0.0002,0.0068
11490,40410,28920,21520,2151033028.3329,1547128718827162051.9005,28921,10.2176,0.0034,0.0042
1570,38506,36936,31621,2149514316.8306,1542706437776648131.7461,36937,3.8978,0.0017,0.0034
32719,71504,38785,4621,2134703964.1481,1529724491516067432.8235,38786,11.116,0.0056,0.0005
23174,120512,97338,13000,2151042028.7235,1541295353257587848.0587,97339,7.754,0.0012,0.0027
2166,26637,24471,14650,2143342165.2274,1540958194942031791.2943,24472,5.7265,0.0034,0.0016
17481,37714,20233,21402,2167547230.0974,1523961058241875380.6253,20234,22.5112,0.0003,0.0107
32645,43008,10363,10020,2151123051.7972,1515704690106775535.5519,10364,10.9128,0.0049,0.0079
29325,56745,27420,14112,2145190265.3257,1532619344545400114.8132,27421,3.1248,0.0028,0.0019
29201,58392,29191,28632,2164573708.0695,1528339707538929267.3096,29192,20.4877,0.0021,0.0089
267,45212,44945,17948,2145469849.199,1538143239703889230.2254,44946,9.9941,0.0021,0.001
9413,20167,10754,21979,2134627405.5203,1532275013206963371.5219,10755,7.3707,0.0091,0.0021
28071,108519,80448,19642,2151621605.9314,1535519693860868505.12,80449,5.0381,0.0002,0.0022
25559,52981,27422,27330,2154251207.0275,1536418719042431584.0803,27423,8.9011,0.0005,0.0044
2825,16261,13436,15352,2134196645.74,1537452255287043181.3865,13437,4.0895,0.0073,0.0005
26576,108330,81754,13472,2148828421.5784,1532864343609518403.2789,81755,5.6038,0.0014,0.0025
9815,70049,60234,19114,2148639999.9572,1543991474479771913.1745,60235,5.3426,0.0015,0.0026
15715,33324,17609,22875,2129752660.7507,1524241860653580056.2763,17610,9.1823,0.008,0.0002
17472,75584,58112,6311,2152180224.9412,1537160717701448698.2484,58113,4.9834,0.0007,0.0035
20065,95713,75648,3921,2141636961.7972,1537596415766200134.0857,75649,7.4527,0.0031,0.0002
24774,65178,40404,4487,2145841792.5103,1545455463646511931.1757,40405,8.5474,0.004,0.003
23934,108637,84703,11773,2140638369.3141,1525155755543708687.7024,84704,14.4263,0.0048,0.0016
6854,18654,11800,23357,2138308044.0014,1539282929256255620.5817,11801,13.6324,0.0115,0.003
9422,47744,38322,8641,2149956975.1261,1539831961161729560.0094,38323,9.0334,0.0016,0.0039
23869,91331,67462,28573,2149252966.0206,1543490883785637882.7153,67463,9.0222,0.0014,0.0034
26885,57162,30277,547,2150541223.3933,1537840955516475204.3348,30278,8.1587,0.0019,0.0045
26785,59801,33016,30502,2142536145.5557,1532368276784735005.2608,33017,5.2098,0.0045,0.0011
10557,37142,26585,8584,2154826167.9452,1524097959241573261.1298,26586,9.6101,0.0026,0.0051
12070,18290,6220,15139,2165184050.8434,1532304511741743246.6661,6221,6.7695,0.0028,0.0101
20101,24152,4051,17309,2174862197.3993,1555075337621092249.0414,4052,5.3003,0.0011,0.014
13706,60076,46370,17281,2138741017.1922,1534499412942033224.7905,46371,11.088,0.0048,0.0003
28793,57600,28807,27321,2138181897.0685,1538242518945290449.2357,28808,4.5336,0.0058,0.0002
16073,46583,30510,9682,2154774362.945,1538182337777770155.9997,30511,3.8827,0.0005,0.0048
18527,68613,50086,30337,2149984913.8697,1526186346364584867.9693,50087,8.4019,0.002,0.0031
19098,66399,47301,25509,2142172333.2959,1547136462211620994.5661,47302,14.950,0.0044,0.0013
14992,91892,76900,7425,2146770828.6773,1529003975233926301.1367,76901,9.9677,0.0018,0.0027
18679,64019,45340,3666,2137821655.4078,1534955484342789689.3859,45341,4.6188,0.0044,0.0004
24279,97487,73208,4956,2141567362.4144,1538936638349505468.3018,73209,4.6733,0.0027,0.0008
13963,104671,90708,2702,2133094414.6598,1539327021900618610.3198,90709,29.8032,0.0053,0.000
18912,107588,88676,20921,2137596275.7229,1533453931402059222.118,88677,11.8079,0.0041,0.001
8208,46781,38573,8800,2146857347.3007,1541940979350232404.6835,38574,12.5949,0.0029,0.0021
5462,17205,11743,29500,2112637737.7779,1532621571096838332.9629,11744,21.6303,0.0164,0.0005
6778,106099,99321,24718,2151843745.6945,1542909767322696510.116,99322,9.3989,0.0008,0.0026
14254,52920,38666,10913,2157276689.0328,1535295222480840296.4691,38667,17.7035,0.0011,0.0073
125,13017,12892,19998,2151179128.5444,1516437159919660425.2678,12893,9.0594,0.0061,0.0079
23286,115607,92321,5310,2145698594.1142,1535986676853165557.218,92322,4.3907,0.0016,0.0011
26281,108853,82572,1122,2152912568.9866,1536655519283134356.0294,82573,5.3097,0.0006,0.003
947,39298,38351,32098,2153842668.0048,1525866522453136037.2125,38352,9.3301,0.0018,0.0049
21572,63313,41741,30728,2146353322.6186,1549538550575904399.642,41742,11.7827,0.003,0.0033
31829,100845,69016,24316,2149688916.1084,1536583904447459906.1954,69017,3.5625,0.0005,0.002
14080,30865,16785,8206,2144045006.8304,1522026150249857511.6679,16786,2.5093,0.0055,0.0042
16163,78131,61968,25242,2125646014.3193,1536201202427563031.678,61969,27.0337,0.0076,0.0003
4123,49830,45707,13352,2155081539.2537,1527610883414393289.7887,45708,16.0005,0.0019,0.0057
25109,107288,82179,29494,2143954278.8792,1535251813255441712.956,82180,1.435,0.0023,0.001
32744,88231,55487,10067,2148864502.8149,1542122728498538478.4703,55488,6.4619,0.0016,0.0025
4907,18876,13969,5341,2199835780.4804,1519795738347897218.3196,13970,47.6648,0.000,0.0195
22257,89368,67111,12366,2147043616.071,1538539495787561358.1447,67112,6.134,0.0018,0.0016
30970,48187,17217,8076,2129372760.1421,1518443937088644516.3102,17218,12.840,0.0093,0.0034
31557,122794,91237,16311,2145099445.0275,1535799477901765280.3025,91238,5.7212,0.003,0.0008
17611,98135,80524,12243,2146128040.3062,1529433035394741535.5122,80525,7.1868,0.0021,0.0018
26898,72282,45384,29621,2132541352.7174,1540398660104157501.1009,45385,13.0388,0.0069,0.0006
8350,23795,15445,13593,2148210764.4367,1528028822286071690.5771,15446,4.6613,0.003,0.0047
18551,29138,10587,7399,2148772124.7089,1503457026583156191.0568,10588,14.707,0.0071,0.0083
13860,45137,31277,4839,2146193277.2898,1538223973005918357.9137,31278,6.1886,0.0027,0.0025
22088,81932,59844,15697,2142943074.5586,1546728083249620388.1894,59845,16.160,0.0051,0.0019
18971,105110,86139,26446,2155427426.1399,1536139696517584072.9993,86140,9.5625,0.0006,0.0055
31486,108172,76686,26772,2134927763.475,1539184949225432248.1612,76687,18.0125,0.0071,0.0004
8484,24921,16437,507,2153083291.2282,1523153617301032351.3111,16438,18.8178,0.0029,0.0054
16476,66166,49690,13898,2145421241.3511,1540636039047021785.6029,49691,18.8278,0.0043,0.0029
1834,15675,13841,62,2161032458.4377,1530935838710754854.7797,13842,3.4324,0.0006,0.0063
7475,95384,87909,21020,2154158855.6393,1541436879064304661.3338,87910,8.9589,0.0003,0.0047
24179,58794,34615,28127,2127338721.1113,1552848894119037714.2634,34616,24.3853,0.011,0.001
7544,89073,81529,20657,2161035769.2698,1532900176812815299.6625,81530,29.5843,0.000,0.005
16146,55632,39486,459,2142848239.0215,1532207668282912256.4339,39487,5.8921,0.0041,0.0017
4890,79475,74585,26755,2152219306.8644,1533794764177513503.7091,74586,17.6935,0.0014,0.0046
9316,86645,77329,25961,2144157508.3437,1542962880657338329.3104,77330,8.0929,0.0023,0.0009
9876,48136,38260,29385,2132252612.5621,1524451508575072885.6754,38261,15.6658,0.0067,0.0004
13306,91885,78579,14336,2146467185.4818,1545418145449981840.5572,78580,10.447,0.0019,0.0015
16649,79955,63306,31671,2144670040.2856,1549836994193504741.1396,63307,8.8493,0.0043,0.0025
1283,81009,79726,14054,2146404141.6589,1541302881435400718.7778,79727,16.1972,0.0035,0.0019
948,4469,3521,19815,2161175818.3109,1477853273566314696.7338,3522,15.666,0.0102,0.0175
29388,73101,43713,22638,2158809127.5236,1541384651098089363.6613,43714,7.8286,0.000,0.0044
30929,98718,67789,6193,2152725228.7953,1536044983916587824.9018,67790,15.4703,0.0014,0.0043
29147,103182,74035,5714,2141710131.5291,1542185275540118685.794,74036,7.8616,0.004,0.0006
6778,105605,98827,31694,2142599253.3931,1534312678034829264.4924,98828,6.1174,0.0032,0.0007
12923,108370,95447,18134,2153968857.8262,1530163249843068211.3183,95448,8.1764,0.0011,0.0033
24447,36672,12225,13498,2150705157.0727,1543456288900032001.9297,12226,4.8568,0.0026,0.0048
20299,26700,6401,26956,2170340992.0242,1534657860252770840.202,6402,18.4936,0.0029,0.0167
19700,53098,33398,18867,2132696415.4314,1535529037493445003.3636,33399,21.4423,0.0065,0.0004
20000,74030,54030,20301,2134943244.1394,1547805159693742574.45,54031,12.7451,0.0059,0.0008
9931,57349,47418,856,2154403161.5226,1533956413520160884.0278,47419,9.5801,0.0016,0.0044
12036,48898,36862,31195,2138669096.8063,1543373059997018129.4402,36863,6.0469,0.0049,0.0011
26367,78218,51851,6056,2139504170.5565,1549844718995351349.5711,51852,11.4404,0.0048,0.0013
29217,114085,84868,1947,2155327588.3744,1538418674330520575.2417,84869,14.9284,0.0002,0.0037
9881,85099,75218,14531,2145054823.3362,1548504484170251512.1794,75219,10.1344,0.003,0.0019
